Tarih(yil_ay);Saat;YukTahminPlan(MWh);PTF(TL/MWh);SMF(TL/MWh);KGUP(MWh);YAL0(MWh);YAL1(MWh);YAT0(MWh);YAT1(MWh);YAL TeslimEdilemeyenMiktar(MWh);YAT TeslimEdilemeyenMiktar(MWh);PFK Fiyat;SFK Fiyat;Column1
202003;22;34642;22000;20500;3076168;132750;191333;769082;0;1000;8000;11200;6900;
202003;23;33064;20001;22001;2997889;312385;0;12067;0;64849;0;11200;6900;
202003;0;30325;19898;18098;2783879;15000;0;106533;0;0;2500;9899;27400;
202003;1;28564;19897;19897;2589644;44466;0;0;0;60;0;9899;27400;
202003;2;27321;15000;15000;2452500;;;;;;;9899;27400;
202003;3;26579;4500;4500;2440618;0;0;3166;0;0;55;9899;27400;
202003;4;26176;2999;0;2416567;0;0;240000;0;0;11085;9899;27400;
202003;5;26641;4499;0;2419899;0;0;218103;0;0;32090;9899;27400;
202003;6;27233;5000;5000;2442330;0;0;23998;0;0;3562;9899;27400;
202003;7;27856;441;0;2548358;45833;0;1137450;8333;0;136726;11899;28589;
202003;8;32483;19499;19870;2795428;1134116;45500;489471;0;334834;30432;11899;28589;
202003;9;33210;20000;20000;2998710;297667;0;21083;0;148583;0;11899;28589;
202003;10;34009;22000;27000;3019138;848416;0;0;0;190499;0;11899;28589;
202003;11;34405;22968;35000;3032343;1273717;0;0;0;454848;0;11099;13978;
202003;12;33323;18900;21500;2967037;702300;0;140750;0;252572;15483;11099;13978;
202003;13;33908;19897;23897;3012196;357048;0;76050;0;119066;3253;11099;13978;
202003;14;35341;25001;37001;3046890;1210633;0;0;0;425233;0;11099;13978;
202003;15;35040;20000;31999;3065209;1080234;0;0;0;438706;0;11099;13978;
202003;16;35212;25499;37499;3118000;1434417;0;0;0;438263;0;10997;10900;
202003;17;35204;25000;37900;3116761;1621000;0;0;0;445582;0;10997;10900;
202003;18;35252;23999;31000;3119736;716685;0;0;0;230886;0;10997;10900;
202003;19;36253;32180;35000;3264452;399550;0;0;0;128748;0;10997;10900;
202003;20;35920;29967;34960;3243348;637000;0;0;0;235661;0;10197;17900;
202003;21;34712;26999;31500;3139006;542733;0;0;0;180667;0;10197;17900;
202003;22;33296;25898;25898;3068376;590000;0;0;0;245202;0;10197;17900;
202003;23;31819;19499;19499;2993050;230750;0;131267;0;105990;0;10197;17900;
202003;0;30755;19498;9498;2781737;0;0;330733;0;0;36703;15499;40000;
202003;1;29058;19498;9498;2621445;0;0;412601;0;0;173212;15499;40000;
202003;2;27861;18749;4633;2532187;0;0;1030000;0;0;317633;15499;40000;
202003;3;27159;18748;0;2477576;0;0;899416;0;0;112667;15499;40000;
202003;4;26901;12091;0;2460785;0;0;1069000;0;0;259174;19999;40000;
202003;5;27184;18748;0;2480537;0;0;1178000;0;0;157157;19999;40000;
202003;6;27600;18748;0;2496078;0;0;1352000;0;0;251288;19999;40000;
202003;7;28160;6500;0;2569625;55833;0;1447133;415333;3250;345221;14499;42630;
202003;8;33039;20000;4633;2832548;116667;0;1321333;0;0;116422;14499;42630;
202003;9;35270;19499;4433;3019323;0;0;1280500;46584;0;64626;14499;42630;
202003;10;35986;19499;4333;3043367;0;0;1495000;0;0;48146;14499;42630;
202003;11;36622;25499;6700;3067021;0;0;1166651;0;0;141453;12335;39900;
202003;12;35774;19498;5400;2978664;0;0;1098000;0;0;51567;12335;39900;
202003;13;36365;22000;12000;3021835;10000;0;724000;0;0;42180;12335;39900;
202003;14;36928;25500;25500;3054325;22500;0;0;0;5810;0;12335;39900;
202003;15;36764;25001;26290;3055583;53333;0;0;0;;0;12335;39900;
202003;16;36859;26001;25901;3127281;0;0;147433;0;0;206;15622;38001;
202003;17;36812;32025;32025;3155037;;;;;;;15622;38001;
202003;18;36313;29500;28500;3167082;60583;0;327716;0;1610;25283;15622;38001;
202003;19;36902;32404;29404;3274698;0;0;585850;0;0;101426;15622;38001;
202003;20;36509;32223;32123;3233501;0;0;182366;0;0;18641;11499;38001;
202003;21;35672;29400;29400;3158640;;;;;;;11499;38001;
202003;22;34853;25727;25727;3048372;;;;;;;11499;38001;
202003;23;33650;19498;18998;2955586;0;0;54883;0;0;5545;11499;38001;
202003;0;31960;18547;17548;2787360;0;0;88166;0;0;;20000;31472;
202003;1;29951;18548;17549;2613001;20000;0;176350;0;1000;23000;20000;31472;
202003;2;28723;14889;12389;2492391;0;0;391000;0;0;10180;20000;31472;
202003;3;27998;11499;6700;2466897;0;0;749100;0;0;296333;20000;31472;
202003;4;27750;14888;0;2452112;0;0;1051833;129167;0;113274;19000;31472;
202003;5;28028;14888;0;2451311;0;0;1214000;0;0;165242;19000;31472;
202003;6;28268;14888;0;2476483;0;0;1295000;14000;0;172691;19000;31472;
202003;7;28689;10001;0;2575139;7333;0;1597000;398250;0;247179;16000;37472;
202003;8;33112;18548;4633;2863946;246050;0;1590066;25000;1611;104837;16000;37472;
202003;9;35171;21998;6700;3080893;19067;0;1401334;0;0;86580;16000;37472;
202003;10;35971;24400;9400;3126728;0;0;1246768;0;0;88263;16000;37472;
202003;11;36740;27740;16000;3168489;0;0;843033;0;0;26539;15800;24000;
202003;12;36981;21999;14999;3089561;0;0;687000;0;0;9620;15800;24000;
202003;13;36954;27740;25240;3118417;75850;0;386301;0;2567;1442;15800;24000;
202003;14;36940;32040;30240;3210389;0;0;168167;0;0;390;15800;24000;
202003;15;36699;32065;30065;3201312;0;0;281000;0;0;11000;15800;24000;
202003;16;36837;32259;28259;3191747;0;0;409617;0;0;40980;14900;19872;
202003;17;36796;32128;30328;3197043;0;0;253000;0;0;4480;14900;19872;
202003;18;36329;30000;30000;3154158;8333;0;0;0;;0;14900;19872;
202003;19;37130;32328;32328;3240429;0;0;31250;0;0;;14900;19872;
202003;20;36816;32113;32013;3201669;0;0;44949;0;0;774;19500;19872;
202003;21;35794;29999;29001;3125401;0;0;125834;0;0;14272;19500;19872;
202003;22;34740;24968;17968;3039249;0;0;791000;0;0;113156;19500;19872;
202003;23;33372;20000;13000;2936591;0;0;623000;0;0;27461;19500;19872;
202003;0;31320;19497;18997;2740520;105335;0;161100;0;10180;0;29999;29700;
202003;1;29244;19497;23000;2554795;358650;0;0;0;3500;0;29999;29700;
202003;2;27800;19497;19497;2436052;49000;0;0;0;2000;0;29999;29700;
202003;3;26953;19498;19498;2358714;;;;;;;29999;29700;
202003;4;26656;17999;16199;2313237;0;0;209367;0;0;38500;39999;29700;
202003;5;26761;19497;19497;2325338;;;;;;;39999;29700;
202003;6;26835;16500;16500;2287254;;;;;;;39999;29700;
202003;7;26811;10000;10000;2320777;22000;0;135567;0;0;1096;24999;29900;
202003;8;29278;20062;18062;2539626;0;0;21083;152000;0;2000;24999;29900;
202003;9;30647;25000;10000;2732576;66633;0;762317;290500;280;18165;24999;29900;
202003;10;31294;32041;15041;2821424;0;0;817000;0;0;53899;24999;29900;
202003;11;32074;32063;32063;2880505;0;111667;91267;0;1000;6680;24900;19944;
202003;12;29776;28999;34000;2825589;0;422000;0;0;;0;24900;19944;
202003;13;30413;30499;36500;2851663;0;488000;0;0;;0;24900;19944;
202003;14;32501;29999;37400;2866860;25000;556000;15000;0;0;770;24900;19944;
202003;15;32434;26001;34490;2795785;390999;555000;0;0;4954;0;24900;19944;
202003;16;32681;25759;33800;2808918;246000;555000;0;0;21262;0;25400;12200;
202003;17;33134;30499;37400;2832781;418566;406000;0;0;23347;0;25400;12200;
202003;18;33686;32036;40100;2881042;707367;255000;0;0;43707;0;25400;12200;
202003;19;34931;32794;40100;3029050;1112133;15000;0;0;230553;0;25400;12200;
202003;20;34955;32815;40110;3017984;2409466;0;47083;0;793421;0;25000;14200;
202003;21;34144;32219;40101;2939946;2021951;0;0;0;488425;0;25000;14200;
202003;22;33268;31818;40100;2844161;2085000;0;13417;0;564769;1000;25000;14200;
202003;23;32284;29299;37000;2735448;1699336;0;47083;0;547488;0;25000;14200;
202003;0;30178;29968;35000;2613246;598417;0;46267;24500;185750;4000;79999;24900;
202003;1;28370;27999;35000;2414527;875366;0;0;0;202360;0;79999;24900;
202003;2;27086;18899;26900;2305406;805017;0;0;0;258394;0;79999;24900;
202003;3;26217;18900;22000;2197517;1181417;0;0;0;222840;0;79999;24900;
202003;4;25607;15888;16500;2155153;270334;0;0;0;67246;0;113500;25500;
202003;5;25274;15888;20168;2188383;1010000;0;0;0;250843;0;113500;25500;
202003;6;24873;9999;18999;2175273;735882;0;0;0;149158;0;113500;25500;
202003;7;24405;1000;0;2142583;0;0;628503;0;0;55441;149900;48700;
202003;8;24948;2111;0;2192510;17333;0;1003000;0;300;63459;149900;48700;
202003;9;25452;5894;0;2297945;0;0;1278500;0;0;132859;149900;48700;
202003;10;25806;18900;6700;2392922;0;0;590282;0;0;65953;149900;48700;
202003;11;26469;19998;16498;2490516;0;0;535817;0;0;84545;113500;37000;
202003;12;25306;17999;17999;2497453;298814;0;93000;0;77541;5680;113500;37000;
202003;13;25914;19998;19998;2546713;364450;0;0;0;193930;0;113500;37000;
202003;14;27156;19400;19400;2532277;291000;0;0;0;189700;0;113500;37000;
202003;15;27417;19999;28000;2516741;789336;0;0;0;213915;0;113500;37000;
202003;16;28051;19999;28999;2540626;1546000;0;0;0;607694;0;113500;24900;
202003;17;29230;27999;33400;2621333;754000;37000;0;0;233526;0;113500;24900;
202003;18;30719;28787;33400;2764286;887400;227000;98185;0;552000;6881;113500;24900;
202003;19;32659;32640;25500;2930636;66667;480000;715734;225250;217520;65545;113500;24900;
202003;20;32938;32946;33946;2929828;0;300000;362550;0;0;189578;49999;15700;
202003;21;32019;32524;31524;2845127;28583;144000;608199;0;0;331983;49999;15700;
202003;22;31438;29500;29400;2772712;66667;0;620333;0;0;337835;49999;15700;
202003;23;30611;27999;25899;2677530;0;0;842983;0;0;350980;49999;15700;
202003;0;27807;19999;13111;2540883;23334;0;411833;29667;0;103318;40100;35000;
202003;1;26281;24967;21967;2377533;133667;0;452417;8750;0;85699;40100;35000;
202003;2;25316;18999;6700;2289713;0;13000;840000;0;0;406130;40100;35000;
202003;3;24788;18998;4533;2231366;0;72000;801000;0;0;95377;40100;35000;
202003;4;24629;19099;300;2199349;0;80000;1013000;0;0;91832;40100;37500;
202003;5;24920;19100;300;2228182;0;172250;1527200;0;0;198248;40100;37500;
202003;6;25293;19100;4533;2271163;0;262000;1308133;0;0;119964;40100;37500;
202003;7;25811;19999;4433;2356353;0;695000;2564133;66667;760;535159;22400;18720;
202003;8;29945;32123;29123;2677530;301100;1087000;2193099;76533;0;253307;22400;18720;
202003;9;31473;25001;22001;2868142;0;1131167;1637000;135333;0;71773;22400;18720;
202003;10;31899;30000;27000;2915692;0;1225000;1840000;40333;4800;165032;22400;18720;
202003;11;32800;29877;24500;3010512;0;1256000;2318000;0;9300;78610;16000;12920;
202003;12;32154;19999;17999;2922749;0;1256000;2129000;0;9300;73625;16000;12920;
202003;13;32717;29877;25000;2996799;0;1430334;2514000;0;8300;126944;16000;12920;
202003;14;33195;32148;29148;3062491;0;1941000;2590000;0;48100;167984;16000;12920;
202003;15;33128;29877;25000;3078972;0;1763582;2877466;0;7500;200590;16000;12920;
202003;16;33376;32202;22202;3114711;0;1084650;2988067;0;7600;201782;16600;9400;
202003;17;33799;32518;23500;3137323;0;674000;2392833;0;7200;185509;16600;9400;
202003;18;34039;32478;22478;3139424;59749;562000;2416000;0;8800;237590;16600;9400;
202003;19;35274;33513;6700;3277107;0;39000;2331135;0;0;227044;16600;9400;
202003;20;35013;33296;24400;3243386;0;0;1363000;0;0;233172;14900;9400;
202003;21;33686;32693;24400;3135577;25000;0;1244000;62500;0;170313;14900;9400;
202003;22;32709;32057;24400;3012851;83334;0;1257917;0;1000;135808;14900;9400;
202003;23;31302;29876;23500;2915287;0;0;1202201;21000;0;316127;14900;9400;
202003;0;29903;30000;28200;2708937;0;0;838033;0;0;152981;13899;15888;
202003;1;28442;30989;29989;2508895;110167;0;408000;95000;1000;66034;13899;15888;
202003;2;27232;19098;18098;2403502;0;0;366534;14000;0;70077;13899;15888;
202003;3;26606;19097;18097;2344461;0;0;486168;0;0;116759;13899;15888;
202003;4;26369;18395;10000;2315644;0;0;1022000;0;0;138144;14000;17500;
202003;5;26694;18799;10000;2343269;0;0;1094000;0;0;155429;14000;17500;
202003;6;26746;14999;6700;2357025;0;0;1250651;0;0;141199;14000;17500;
202003;7;26662;6986;0;2451669;37000;0;2124501;150000;10470;287288;18400;15200;
202003;8;29623;20063;6700;2697423;241634;292500;1424250;143667;72800;122136;18400;15200;
202003;9;31548;18499;10;2872049;0;390000;1719785;603950;12500;138121;18400;15200;
202003;10;32320;16500;0;2928337;0;390000;2345000;790000;11500;164027;18400;15200;
202003;11;33359;18898;8;3017565;20167;390000;3049000;280000;8300;174763;13000;9888;
202003;12;32815;16988;0;2954017;0;310000;2531867;25000;0;158669;13000;9888;
202003;13;33573;18394;300;2967502;0;390000;2025234;0;5600;81503;13000;9888;
202003;14;34116;19098;5400;3039741;0;266500;1514000;0;500;10970;13000;9888;
202003;15;33929;19098;6700;3050093;0;0;967166;0;0;2360;13000;9888;
202003;16;34180;19098;9510;3023530;7500;64500;836334;0;0;209;11500;8788;
202003;17;34513;25489;25489;3032367;0;161850;91232;0;0;0;11500;8788;
202003;18;34450;19098;12098;3000375;0;0;517666;0;0;33194;11500;8788;
202003;19;35684;32179;23200;3167251;0;0;1133166;63333;0;302543;11500;8788;
202003;20;35300;32466;25000;3183250;0;0;803017;43950;0;240415;10998;8788;
202003;21;33931;30988;18488;3094842;26833;0;1158366;14000;0;266841;10998;8788;
202003;22;33007;19098;5400;3044799;0;0;1095400;0;0;117229;10998;8788;
202003;23;31580;10608;8808;2932343;51450;0;407734;0;0;115364;10998;8788;
202003;0;28976;500;0;2710248;0;0;566133;60500;0;80832;19977;34400;
202003;1;27349;1750;13750;2492400;431200;0;97833;0;15174;1600;19977;34400;
202003;2;26269;299;1490;2445698;159715;0;118917;15417;0;47409;19977;34400;
202003;3;25729;100;0;2421643;0;0;389000;249000;0;183987;19977;34400;
202003;4;25529;100;0;2406511;0;0;359000;421000;0;177887;18877;34400;
202003;5;25758;101;0;2397269;0;0;379000;317567;0;178254;18877;34400;
202003;6;25874;200;0;2397181;0;0;379000;320000;0;165036;18877;34400;
202003;7;26101;206;0;2436263;0;0;379000;678584;0;159941;20200;49934;
202003;8;28937;18394;23100;2678825;1051565;0;505536;0;236195;19929;20200;49934;
202003;9;30855;10000;10000;2896860;679618;0;89750;541333;82875;11780;20200;49934;
202003;10;31582;18394;23102;2919341;1133818;0;220533;0;222001;47872;20200;49934;
202003;11;32399;18394;32243;2930998;1460599;0;0;0;72292;0;15200;33001;
202003;12;31997;16500;26000;2909865;896565;0;0;0;21000;0;15200;33001;
202003;13;32725;18394;29000;2900643;1142320;0;0;0;148740;0;15200;33001;
202003;14;33330;20000;40111;2912693;1727000;0;0;0;91723;0;15200;33001;
202003;15;33189;19000;40100;2895831;1601433;0;0;0;50526;0;15200;33001;
202003;16;33433;18394;40100;2888064;1516168;52500;0;0;140527;0;11200;13956;
202003;17;33579;19000;40100;2924869;1357500;0;0;0;135878;0;11200;13956;
202003;18;33370;18394;39500;2931861;1042167;0;0;0;35345;0;11200;13956;
202003;19;34200;32124;40230;2998694;1589900;0;0;0;141010;0;11200;13956;
202003;20;33989;32362;40112;3010951;2585000;0;0;0;907427;0;11800;10400;
202003;21;32987;21125;40160;2906167;2489750;0;0;0;294437;0;11800;10400;
202003;22;32289;18394;40102;2830423;2567000;0;0;0;285351;0;11800;10400;
202003;23;31165;18393;40100;2749907;2443583;0;12833;0;338907;0;11800;10400;
202004;0;28976;500;0;2710248;0;0;566133;60500;0;80832;19977;34400;
202004;1;27349;1750;13750;2492400;431200;0;97833;0;15174;1600;19977;34400;
202004;2;26269;299;1490;2445698;159715;0;118917;15417;0;47409;19977;34400;
202004;3;25729;100;0;2421643;0;0;389000;249000;0;183987;19977;34400;
202004;4;25529;100;0;2406511;0;0;359000;421000;0;177887;18877;34400;
202004;5;25758;101;0;2397269;0;0;379000;317567;0;178254;18877;34400;
202004;6;25874;200;0;2397181;0;0;379000;320000;0;165036;18877;34400;
202004;7;26101;206;0;2436263;0;0;379000;678584;0;159941;20200;49934;
202004;8;28937;18394;23100;2678825;1051565;0;505536;0;236195;19929;20200;49934;
202004;9;30855;10000;10000;2896860;679618;0;89750;541333;82875;11780;20200;49934;
202004;10;31582;18394;23102;2919341;1133818;0;220533;0;222001;47872;20200;49934;
202004;11;32399;18394;32243;2930998;1460599;0;0;0;72292;0;15200;33001;
202004;12;31997;16500;26000;2909865;896565;0;0;0;21000;0;15200;33001;
202004;13;32725;18394;29000;2900643;1142320;0;0;0;148740;0;15200;33001;
202004;14;33330;20000;40111;2912693;1727000;0;0;0;91723;0;15200;33001;
202004;15;33189;19000;40100;2895831;1601433;0;0;0;50526;0;15200;33001;
202004;16;33433;18394;40100;2888064;1516168;52500;0;0;140527;0;11200;13956;
202004;17;33579;19000;40100;2924869;1357500;0;0;0;135878;0;11200;13956;
202004;18;33370;18394;39500;2931861;1042167;0;0;0;35345;0;11200;13956;
202004;19;34200;32124;40230;2998694;1589900;0;0;0;141010;0;11200;13956;
202004;20;33989;32362;40112;3010951;2585000;0;0;0;907427;0;11800;10400;
202004;21;32987;21125;40160;2906167;2489750;0;0;0;294437;0;11800;10400;
202004;22;32289;18394;40102;2830423;2567000;0;0;0;285351;0;11800;10400;
202004;23;31165;18393;40100;2749907;2443583;0;12833;0;338907;0;11800;10400;
202004;0;29641;25001;38000;2625834;1555100;0;33000;71666;533144;2200;73000;49700;
202004;1;28218;32251;38400;2473181;1214002;0;0;75000;342765;0;73000;49700;
202004;2;27300;28999;34000;2371909;427000;0;0;0;94134;0;73000;49700;
202004;3;26769;19199;19199;2309761;;;;;;;73000;49700;
202004;4;26643;10001;10001;2270104;0;0;258200;0;0;24720;73000;51500;
202004;5;26849;12395;12395;2281726;;;;;;;73000;51500;
202004;6;26918;4967;4967;2282773;;;;;;;73000;51500;
202004;7;27016;2001;7477;2288303;254599;0;0;0;104378;0;73000;59800;
202004;8;29652;32077;32100;2550144;1162148;0;24200;27500;293865;0;73000;59800;
202004;9;31288;4968;20000;2699440;1422000;0;79200;181500;117478;590;73000;59800;
202004;10;31919;15001;22800;2802044;1076484;0;0;254000;127223;0;73000;59800;
202004;11;32493;22394;22394;2908418;570167;0;55000;0;181521;0;73000;50000;
202004;12;31908;9552;11800;2855878;627099;0;91166;0;69372;31000;73000;50000;
202004;13;32591;20999;22290;2934977;1829333;0;0;651501;570519;12790;73000;50000;
202004;14;33366;22831;23301;3007909;2514633;0;0;1034000;754058;13037;73000;50000;
202004;15;33385;21901;24000;3008020;2507333;0;0;876767;693412;14800;73000;50000;
202004;16;33693;16499;24000;3040335;2426200;0;0;681483;462953;923;32800;38840;
202004;17;33903;18500;23302;3074891;1964084;0;0;780000;206496;25917;32800;38840;
202004;18;33701;12395;23300;3074100;911935;0;0;250750;151666;3295;32800;38840;
202004;19;34608;24001;24001;3132475;107449;0;0;0;2975;0;32800;38840;
202004;20;34520;26840;26840;3129885;202417;0;0;0;62712;0;32800;38840;
202004;21;33492;19200;23300;3049127;724018;0;0;0;196124;0;32800;38840;
202004;22;32860;19200;19200;2994456;66150;0;55500;0;0;48000;32800;38840;
202004;23;31948;18464;18364;2849484;0;0;3400;22500;0;3100;32800;38840;
202004;0;30031;19197;19097;2677836;127500;0;70400;76667;12100;600;29900;33100;
202004;1;28537;19999;27000;2477083;674685;0;179000;0;85183;51240;29900;33100;
202004;2;27527;16500;12500;2368239;24400;0;127000;0;0;0;29900;33100;
202004;3;26928;17393;17393;2303535;0;10000;0;0;;0;29900;33100;
202004;4;26619;16500;19400;2272384;0;66000;0;0;;0;29900;33100;
202004;5;26688;19198;19098;2297988;0;79000;222417;0;0;138000;29900;33100;
202004;6;26578;19198;19098;2293579;0;119000;395000;0;0;241387;29900;33100;
202004;7;26649;19998;4433;2368252;38200;157000;1805667;0;0;527769;17077;39612;
202004;8;29269;30464;30464;2604219;481332;294000;825852;0;20000;111600;17077;39612;
202004;9;31059;19999;5400;2836987;0;748000;1221633;159333;0;158034;17077;39612;
202004;10;31974;24899;21399;2895667;0;951000;1316750;0;0;78639;17077;39612;
202004;11;32778;29499;29499;2950464;0;1460952;1475000;0;76875;185666;11620;27612;
202004;12;33333;26840;26840;2903043;0;1635000;1380000;0;161586;252682;11620;27612;
202004;13;33874;30000;33000;2929821;0;1879000;1677000;0;58208;257645;11620;27612;
202004;14;33846;32173;34000;2988507;0;2703000;2004917;49500;179116;92014;11620;27612;
202004;15;33844;32036;31936;2970305;0;2610000;2685317;0;173407;187837;11620;27612;
202004;16;34108;32248;22260;2991332;0;1717000;2819000;0;98020;369426;19600;19412;
202004;17;34289;32532;4633;3009816;0;514300;2460484;0;26161;443729;19600;19412;
202004;18;33985;32525;5000;3016535;59167;0;1922000;0;10000;376258;19600;19412;
202004;19;34653;33351;5000;3120924;0;0;1952000;0;0;427935;19600;19412;
202004;20;34535;33309;5400;3134637;0;0;1658499;0;0;468082;19600;19412;
202004;21;33508;32768;15000;3025921;65667;0;1267850;0;0;258327;19600;19412;
202004;22;32752;32307;22390;2944457;97500;0;1153000;0;39000;381716;19600;19412;
202004;23;31634;27719;6700;2825554;54167;0;936000;72500;2000;194376;19600;19412;
202004;0;29503;20300;5400;2618456;132000;0;905633;0;0;193490;40099;15840;
202004;1;27938;30000;31000;2454158;406666;0;401349;0;4900;71089;40099;15840;
202004;2;26714;19999;19899;2327163;28000;0;219248;0;3000;108949;40099;15840;
202004;3;25907;19999;5400;2273627;0;0;857666;0;0;273136;40099;15840;
202004;4;25451;19999;4633;2256553;0;0;963000;0;0;160610;68000;21400;
202004;5;25409;19999;5400;2255047;9167;0;841867;0;0;104158;68000;21400;
202004;6;25151;20001;13105;2224364;0;0;459000;0;0;66927;68000;21400;
202004;7;24890;18878;0;2192704;0;0;1518567;40250;0;293396;42100;34340;
202004;8;26875;19064;3105;2307069;58333;0;1447000;77000;18500;385183;42100;34340;
202004;9;28114;5000;0;2507313;0;0;1591000;523334;0;575061;42100;34340;
202004;10;28794;16500;0;2614397;0;0;1647000;651667;0;427152;42100;34340;
202004;11;29881;20299;0;2668840;0;0;2287667;156433;0;471191;42100;34340;
202004;12;28950;10000;0;2655797;0;0;2278000;0;0;431495;42100;34340;
202004;13;29776;18500;0;2680876;0;0;2229201;0;0;385518;42100;34340;
202004;14;30801;20299;4233;2683545;0;0;1138250;0;0;87900;42100;34340;
202004;15;30689;17428;6700;2676036;0;0;509000;0;0;10000;42100;34340;
202004;16;30982;16890;6700;2698941;0;0;459000;0;0;10000;38800;31340;
202004;17;31177;20000;4633;2762655;0;0;865333;0;0;58965;38800;31340;
202004;18;31142;16499;5400;2806710;20000;0;694000;0;0;170720;38800;31340;
202004;19;32257;32030;32900;2957781;324651;0;79351;0;37551;17784;38800;31340;
202004;20;32219;29477;32900;2949628;585333;0;0;0;54252;0;38800;31340;
202004;21;31196;20299;24000;2867257;670249;0;25816;51333;131962;667;38800;31340;
202004;22;29814;18878;15910;2758167;0;0;234684;0;0;118073;38800;31340;
202004;23;28637;8516;6700;2670987;0;0;519834;35333;0;132797;38800;31340;
202004;0;28737;14878;0;2531212;0;0;1396500;0;0;119211;94400;45000;
202004;1;26978;22830;10118;2342024;425833;0;1039583;65000;0;131572;94400;45000;
202004;2;25625;5239;1118;2248184;0;0;548667;0;0;144280;94400;45000;
202004;3;24929;1042;0;2218082;0;0;884100;0;0;79160;94400;45000;
202004;4;24414;401;0;2203126;0;0;943633;0;0;91686;94400;47500;
202004;5;24157;401;0;2192925;0;0;1115000;120417;0;132021;94400;47500;
202004;6;23798;100;0;2194358;0;0;1020000;996350;0;179563;94400;47500;
202004;7;23359;99;0;2203146;0;154000;1029000;1895000;0;190054;74800;76800;
202004;8;23596;99;0;2204554;0;110000;377000;2015333;0;93203;74800;76800;
202004;9;24145;0;0;2424354;0;75167;876000;2827250;0;28490;74800;76800;
202004;10;24949;15;0;2465131;0;0;870000;2142817;0;78936;74800;76800;
202004;11;25974;100;0;2478577;0;0;1015000;1189667;0;79320;74800;76800;
202004;12;25656;100;0;2480699;0;0;1055000;919833;0;80484;74800;76800;
202004;13;26590;100;0;2488790;0;0;1241000;687333;0;82991;74800;76800;
202004;14;27115;101;0;2501010;0;0;1241000;32233;0;77001;74800;76800;
202004;15;27141;200;0;2485285;0;0;1281000;0;0;79090;74800;76800;
202004;16;27693;111;0;2506979;0;0;1426150;0;0;68083;74800;45000;
202004;17;28218;1001;0;2528664;54167;0;786683;0;0;62408;74800;45000;
202004;18;28800;4997;4997;2615349;157415;0;175350;0;13371;28153;74800;45000;
202004;19;30494;27720;28520;2759001;902569;0;0;0;188920;0;74800;45000;
202004;20;30779;24857;30888;2710238;1461449;0;0;0;173169;0;94400;42800;
202004;21;29794;9989;17488;2653575;301500;0;0;0;103545;0;94400;42800;
202004;22;29081;4997;19900;2592899;388833;0;0;0;73405;0;94400;42800;
202004;23;27900;1752;19900;2546846;488283;0;0;0;96214;0;94400;42800;
202004;0;26498;1688;0;2482162;0;0;574215;117901;0;110846;92600;62822;
202004;1;25379;1689;0;2318687;241667;0;694000;583433;0;215529;92600;62822;
202004;2;24596;503;0;2261275;0;0;678000;733833;0;227689;92600;62822;
202004;3;24243;101;0;2246210;0;0;637000;1042000;0;224410;92600;62822;
202004;4;24220;100;0;2254237;0;0;624000;1188500;0;193120;92600;76622;
202004;5;24479;101;0;2244708;0;0;598000;1366000;0;159095;92600;76622;
202004;6;24447;199;0;2234945;0;0;598000;1686200;0;144109;92600;76622;
202004;7;24450;200;0;2318065;0;0;816000;2124983;0;184294;92600;88400;
202004;8;26450;2495;0;2512480;33333;0;1578000;543100;0;102541;92600;88400;
202004;9;27968;2000;0;2761943;14333;0;1882000;285134;8000;149265;92600;88400;
202004;10;28845;5000;0;2830316;0;0;2115000;44000;0;193029;92600;88400;
202004;11;29693;29000;0;2876606;0;0;1579383;25000;0;125149;72800;67822;
202004;12;29464;17394;111;2825330;0;0;1160000;0;0;100263;72800;67822;
202004;13;29931;20500;5000;2875871;0;0;730000;0;0;77334;72800;67822;
202004;14;30625;30000;5000;2921017;0;0;912000;0;0;79806;72800;67822;
202004;15;30337;29499;5000;2938518;0;0;904234;0;0;87037;72800;67822;
202004;16;30521;22830;100;2977171;0;0;1551833;0;0;76975;72800;44300;
202004;17;30832;27720;10;3005179;0;0;1978899;0;0;228826;72800;44300;
202004;18;31153;26999;9;2997806;0;0;1889583;0;0;159550;72800;44300;
202004;19;32786;30820;10;3084261;0;0;2079615;0;0;241804;72800;44300;
202004;20;32785;30820;300;3070332;0;0;1455000;0;0;209257;72800;41100;
202004;21;31573;26999;10;3005178;0;0;1375000;0;0;145204;72800;41100;
202004;22;30688;20499;10;2899057;0;0;1197000;0;0;126806;72800;41100;
202004;23;29480;19700;5000;2787237;55000;0;744898;0;8000;80633;72800;41100;
202004;0;27676;10000;100;2585747;0;0;731200;0;0;132766;91400;54218;
202004;1;26195;14377;9577;2432953;308916;0;817000;45833;13000;188285;91400;54218;
202004;2;25207;1954;0;2356483;0;0;686199;0;0;58061;91400;54218;
202004;3;24624;897;0;2309210;0;0;854500;0;0;38531;91400;54218;
202004;4;24424;400;0;2309452;0;0;953217;54167;0;29267;91400;58500;
202004;5;24499;501;0;2315678;0;0;1094000;56250;0;83905;91400;58500;
202004;6;24153;306;0;2316985;0;0;1078000;471067;0;67639;91400;58500;
202004;7;24231;185;0;2365615;0;0;1318000;1108167;0;57541;91400;71422;
202004;8;26408;2000;0;2528770;158333;0;1434718;553767;2000;78318;91400;71422;
